Case #1: Impossible
17 7 196349
30 25 199097
2 26 201397
9 1 202126
28 23 202421
19 26 203592
9 22 203636
29 27 204208
31 7 204441
23 30 205881
3 7 206476
26 22 209676
10 29 211857
31 6 214396
8 27 216064
17 1 218349
16 29 219792
27 25 219875
15 16 221035
28 5 223235
1 31 226441
4 20 226916
29 28 227584
28 15 228827
15 11 229839
23 29 232142
8 9 232528
11 18 233230
19 23 233890
18 24 235195
19 11 237745
21 19 239819
11 9 243671
16 6 244492
19 30 248609
23 5 250941
5 2 256931
20 6 257744
27 21 257761
22 11 259293
27 26 259507
28 10 259640
28 30 260755
7 26 269058
14 19 272067
14 9 272597
27 7 275536
6 2 280758
30 14 298292
26 8 301765
1 7 304771
7 9 308071
6 26 311547
6 21 313231
18 14 313941
20 24 318892
8 7 320135
6 30 322021
20 25 322729
10 7 330448
20 26 333758
14 6 349723
6 11 361164
6 29 367601
6 27 371402
6 13 391003
Case #140: 265
15 36 8933
37 35 13956
36 19 20004
22 31 23166
2 19 24885
24 9 30784
48 11 31710
50 9 36813
13 19 39126
35 47 42323
9 18 42945
22 23 45745
50 41 48378
29 43 49136
2 48 49410
21 29 49835
15 13 51737
31 32 54022
20 28 55179
29 19 56600
35 30 63342
45 37 63507
21 48 66132
47 8 66471
43 48 66831
22 34 69298
32 41 73090
16 49 78736
1 44 80104
37 9 80850
43 35 81991
22 38 82257
10 9 83660
4 9 89989
4 26 94544
11 36 94642
36 49 95585
47 17 95815
35 26 96538
21 37 96646
47 39 99267
47 50 100316
49 48 100998
8 18 102509
23 26 102853
37 19 103411
24 47 106345
15 4 108140
31 37 110352
35 4 111169
30 45 112893
13 35 113653
1 36 114716
32 7 115678
49 35 115896
12 37 117235
47 9 117565
4 38 119693
34 18 121423
38 35 121687
12 43 126143
48 50 126430
26 50 126619
43 16 129477
17 21 129668
21 16 130176
17 43 130367
27 4 131510
19 47 131778
12 19 133607
31 46 133720
4 29 135803
42 43 136978
19 7 137453
17 19 137831
23 27 139819
50 43 139843
10 49 140087
2 47 141735
23 47 144935
46 47 145015
30 43 145192
7 2 146012
26 45 146089
21 24 146571
23 48 146857
23 35 146887
3 15 148383
41 23 149691
13 16 149698
36 40 149795
15 7 150064
16 23 150098
34 49 150313
22 45 150693
32 43 152277
9 48 152545
21 32 152976
16 41 153857
22 6 154304
8 31 154552
30 6 155593
41 45 155922
1 4 156187
47 1 156229
13 24 157682
11 28 158142
4 16 158655
18 22 159049
31 30 159738
45 4 160720
1 41 160985
15 50 161316
28 47 162427
46 5 162909
10 25 165581
15 30 166665
18 6 167074
13 42 167242
24 12 167301
9 22 168036
33 24 168326
17 22 172861
6 35 173359
34 39 176007
3 29 176046
50 23 176968
34 50 177056
40 2 178358
37 25 178794
42 34 180012
18 32 180125
13 18 180604
30 23 182317
13 26 182927
44 21 182979
25 41 183135
43 31 183779
29 30 185757
24 29 186437
10 36 189329
19 31 191243
13 6 191765
23 7 192279
44 34 193948
49 4 194792
25 46 195537
11 6 196767
4 14 197977
26 15 200002
23 33 201643
29 18 203811
15 31 203854
38 21 204377
5 38 205535
27 15 205547
2 6 206006
25 28 206133
14 8 206247
37 33 206334
8 27 207278
12 11 208245
27 21 208455
2 27 208807
40 37 208808
6 33 208951
43 27 209154
49 12 209188
10 11 209375
22 29 209749
48 10 210176
26 6 211412
37 44 211836
11 7 212091
48 5 213194
4 3 213577
34 36 213594
18 14 213861
18 25 214515
4 33 215473
46 34 216889
36 18 217108
40 4 217947
49 31 218269
11 42 219080
50 5 220101
4 5 222426
6 38 222932
26 29 223623
44 47 223840
40 38 226761
41 5 227224
31 28 227761
28 24 228437
10 28 228941
29 6 229733
46 27 230247
39 6 230303
3 1 230484
25 8 231134
17 12 231430
20 8 231686
40 18 232471
10 26 233598
12 18 234232
25 32 235124
33 39 235525
4 39 238486
1 42 239154
25 5 245042
27 20 245062
32 14 245168
20 29 246287
1 10 246919
10 46 249618
23 42 250448
20 43 252158
2 25 253154
13 39 254128
18 39 254370
50 44 255873
25 43 255988
16 3 256387
20 22 259774
31 10 262488
39 25 263981
43 14 264090
20 39 264482
21 14 264789
42 17 265947
32 20 266998
48 46 268296
7 44 271184
10 40 273186
48 39 273838
33 13 274754
15 25 276063
36 14 276630
6 12 276638
40 42 277083
32 3 279187
27 14 280583
2 14 281511
13 20 282422
7 18 282841
33 21 283258
44 18 283699
12 20 283738
43 33 283957
6 28 293463
13 14 294637
5 20 295935
42 27 302023
14 20 304991
44 12 306757
3 31 310689
3 33 324044
20 18 325725
34 3 327964
28 40 334234
20 40 344728
3 6 350337
20 7 371454
33 20 376072
25 3 382898
Case #141: 68
10 8 33091
6 8 42342
14 3 60666
3 4 72628
8 12 73285
20 1 84870
11 5 113186
6 9 133967
1 9 137791
14 15 153867
9 8 154228
7 10 156618
5 6 160460
3 6 162782
12 4 174808
10 11 180791
16 3 183754
9 15 185718
12 7 196812
17 1 206863
14 2 211374
5 15 212211
10 4 215002
13 5 227660
1 5 227986
3 13 229982
1 3 230308
20 7 241580
2 7 244982
8 19 250381
12 5 253783
14 20 254512
9 17 260297
18 3 267302
7 3 268369
5 2 269718
2 4 281786
11 16 290593
11 18 298168
3 20 299932
15 7 302489
15 1 303792
1 7 313643
2 11 315997
17 18 319319
12 2 327107
2 20 331155
20 12 333690
11 13 336821
18 5 342446
12 1 343450
19 5 346911
15 12 353385
9 18 359819
20 13 360126
10 20 373884
7 19 373908
2 13 380690
2 16 392912
19 13 394181
19 11 396888
13 17 397762
19 15 422717
4 17 425442
17 7 436149
18 12 438765
2 17 453148
18 2 476460
Case #142: Impossible
Case #143: 34
10 8 40063
12 13 118679
3 9 127323
15 3 128506
14 5 136730
8 15 177991
8 12 209884
2 6 217473
3 11 267591
2 10 269167
14 10 270773
4 14 272452
5 13 280851
8 7 300788
4 2 350972
11 12 381925
7 13 399860
10 16 411830
16 4 413509
5 2 421491
9 6 428891
7 9 440985
15 16 447486
1 12 450434
15 5 451813
12 3 459751
11 2 481271
1 10 483827
14 1 502041
6 15 510315
7 14 531498
11 5 539481
11 1 574262
7 6 633112
Case #144: Impossible
Case #145: 16
8 1 51793
2 1 55922
4 1 72721
6 1 141232
2 3 214407
2 9 278529
2 10 290526
7 8 294554
9 4 295328
10 4 307325
1 9 326193
6 5 439063
6 7 472129
5 4 491154
1 5 522019
9 7 568954
Case #146: Impossible
Case #147: 40
18 13 11841
11 3 15049
18 3 15991
11 14 34513
18 14 35455
7 4 63694
1 13 69193
4 17 71766
9 15 73946
12 15 75174
2 8 75897
13 12 83357
9 3 88735
17 8 94179
14 12 100386
9 14 101614
12 11 102556
12 17 109375
17 9 110603
11 8 117752
5 13 121956
1 9 140197
7 13 150436
9 10 150488
14 15 167874
9 16 174746
3 17 196882
4 3 209980
13 10 232617
7 9 235021
2 10 240353
17 16 241791
16 13 256767
10 17 258635
1 10 288229
5 4 327786
16 5 370423
6 9 435514
6 13 517643
1 6 542863
Case #148: Impossible
Case #149: 118
24 26 13457
21 22 17850
12 27 32427
13 16 48384
13 27 50787
13 25 55178
27 18 56914
12 13 57952
22 27 59100
25 6 65283
15 19 66639
12 20 69233
20 13 69392
18 11 71664
27 16 71833
18 9 73022
21 7 83721
25 10 83970
11 7 86375
9 16 87941
12 9 88392
22 12 88616
18 25 88643
17 27 90791
20 18 93720
11 21 97796
13 9 106487
7 20 108431
11 17 111637
20 9 112512
25 7 112736
20 8 114558
9 22 115065
23 27 115218
20 11 116410
7 2 118263
12 17 120307
11 2 126242
18 21 130953
7 14 141249
19 17 144051
23 1 146295
9 17 146756
22 2 148823
18 4 149325
10 1 162772
4 27 166647
7 4 173418
12 19 175449
17 3 178863
2 5 179236
24 15 179371
22 15 180774
10 22 182744
16 23 184140
4 20 185252
14 13 185265
15 1 186728
24 3 187375
9 14 190443
14 22 193578
22 1 202413
2 23 204941
6 1 205382
26 17 208866
21 24 209250
12 3 210261
23 20 213967
14 11 214082
12 24 214410
17 10 214435
19 16 214855
16 5 218895
7 24 221225
19 11 222626
17 14 225269
26 18 225440
10 2 227191
19 4 229874
19 23 231860
16 1 234219
3 18 234748
14 20 236138
23 15 236892
8 24 238111
23 10 238862
26 16 240359
5 19 241448
6 21 243204
26 9 244232
14 2 245970
15 7 246645
24 6 249351
23 14 249696
2 19 254514
17 6 257045
24 11 261587
18 15 266575
23 3 266672
1 7 268284
1 12 273625
13 15 285156
10 24 287239
6 15 295261
20 15 297634
20 1 309326
5 21 310209
5 4 313560
10 15 313948
22 5 315296
1 26 328819
4 24 330429
4 1 349963
14 3 377166
15 8 390568
24 5 419791
1 8 421549
26 5 425722
Case #150: 34
1 3 48366
4 16 52078
7 12 69179
4 6 77016
13 9 92313
9 7 94506
14 4 113598
16 1 131460
11 12 137337
4 2 196135
12 2 202509
16 15 222615
12 8 241335
2 13 248032
15 1 249919
6 7 255076
5 4 256600
14 8 270907
16 11 316012
3 11 318199
13 14 325701
8 17 327281
17 4 328449
4 13 329899
5 12 340626
1 11 343316
7 16 344135
17 14 363828
12 3 367628
12 15 409795
17 5 426572
5 15 427137
15 7 462594
13 15 500436
Case #151: 62
7 11 10128
12 8 64324
17 19 92699
3 18 93588
14 8 95784
9 6 107736
3 8 113132
4 3 124419
9 14 128431
14 3 140527
11 5 142651
17 4 144169
6 16 151748
11 14 155328
4 18 161544
17 12 162841
13 3 166562
1 6 176375
17 13 186312
16 12 202872
13 18 203687
15 7 204750
13 15 205286
8 4 210389
7 18 212395
16 18 219871
7 1 230231
2 18 236455
9 4 243036
15 6 244495
5 17 246194
13 8 252532
16 1 257610
6 11 259200
5 2 262417
11 13 263020
15 10 266285
4 11 269933
1 13 270696
3 5 279841
15 17 284687
2 8 285300
8 1 292854
9 15 305638
15 5 337273
11 16 340435
2 11 344844
14 15 349950
1 5 362754
8 5 365811
10 12 376168
1 2 386586
19 11 386610
19 9 399839
10 13 421451
12 15 425716
6 19 436483
11 10 460907
10 5 481333
2 15 539466
19 2 540989
10 1 607861
Case #152: 8
2 6 167486
4 2 220180
6 3 241472
6 1 255747
3 4 294166
5 2 362024
5 1 476258
5 3 479226
Case #153: Impossible
Case #154: 40
18 20 7713
10 8 102740
19 14 113616
19 10 159232
3 16 168591
19 5 168999
12 4 183886
8 3 190435
6 19 223062
11 12 256358
22 10 256742
8 11 280414
13 16 281689
4 5 294204
14 13 328823
12 16 334970
18 10 337508
22 16 337638
11 4 349127
16 6 352459
13 20 355198
4 13 372246
3 17 378608
15 19 378917
21 18 397737
6 12 398194
22 15 430327
17 11 468587
12 7 487424
5 2 515545
2 6 521661
21 11 542145
9 22 571221
2 4 596941
22 21 637455
15 2 644794
9 13 669306
9 7 713329
9 17 780782
21 1 830713
Case #155: 48
10 3 1876
3 20 6005
8 4 9000
12 24 10338
12 20 12223
14 11 12577
23 22 13024
21 22 14172
6 20 15167
3 15 27501
3 2 30228
24 10 30389
17 10 33733
2 6 34580
13 7 36125
2 7 37543
15 21 43057
3 13 44792
21 7 57378
11 21 59689
13 21 60309
17 13 60852
23 20 63783
24 18 66876
1 12 79000
4 20 81298
16 1 87392
14 9 110933
5 3 119302
9 11 119415
1 4 119506
6 11 120493
5 18 126835
25 7 142696
23 25 147125
24 14 160868
4 18 166058
6 25 170638
25 18 173205
5 1 199698
9 10 202033
19 3 247976
21 19 273349
9 18 294188
9 19 335905
25 19 344499
16 9 357690
19 16 370798
Case #156: 34
1 9 9243
9 2 14805
8 9 105182
1 10 114999
2 8 119978
10 16 125248
7 13 135255
14 7 138912
12 16 171215
11 2 197714
6 7 199500
2 6 203214
16 9 208369
7 8 217073
16 2 223165
1 6 227253
4 2 234790
16 6 235132
6 12 241681
6 5 253455
13 16 256060
4 10 286015
15 14 287746
10 6 291503
7 15 324242
11 14 331784
7 3 334462
3 5 388417
11 6 392372
11 4 402912
4 15 415173
13 11 419486
8 3 446986
3 11 527334
Case #157: 98
22 17 2147
5 17 4575
25 22 5016
9 20 5167
34 16 6802
12 35 6890
15 25 9329
5 8 9457
9 25 10174
16 27 12999
15 2 14804
7 11 15543
10 7 19698
4 24 19986
8 32 21306
12 6 22922
23 7 33196
28 20 33528
13 21 37139
26 5 40208
28 27 40750
23 8 46018
9 19 47707
4 3 50755
27 35 51541
35 4 52921
14 24 52970
14 26 61526
14 34 63462
30 32 64586
28 11 67261
18 19 67350
30 31 67873
30 33 71431
29 22 71447
9 27 73095
14 19 76059
14 3 83739
32 29 85061
20 4 86018
17 3 86090
14 7 86666
31 29 88348
7 20 89638
26 34 89648
33 23 91356
30 16 92283
14 12 92795
26 4 94510
4 22 96041
4 34 96446
25 30 96938
20 21 99898
15 4 100354
24 9 100837
24 18 100883
24 29 102604
4 11 104107
10 22 105758
19 4 109043
12 20 111319
16 29 112758
1 30 113529
9 14 113835
19 16 113955
33 10 119280
29 7 122395
13 17 123968
32 21 125113
19 10 125853
11 26 132649
29 1 134004
6 22 142411
14 18 142705
7 30 142870
31 23 142956
4 30 143065
34 1 143197
6 15 146724
18 30 146945
11 19 147182
23 34 147834
16 21 160464
21 10 163914
18 35 164909
29 18 167420
21 33 168466
31 12 171662
26 6 177202
30 3 180159
6 18 180941
24 33 194510
3 31 203448
1 9 210522
18 11 213828
18 33 216302
13 30 218037
23 1 245412
Case #158: Impossible
Case #159: 65
14 12 18102
23 17 29941
38 27 33685
2 22 59521
14 2 60771
31 3 78354
40 26 86577
41 27 168032
13 9 197345
1 27 199335
1 12 202440
35 8 229097
32 36 233701
1 5 257202
17 4 281412
19 2 290176
19 13 296961
9 33 305699
33 4 309473
4 14 309543
9 32 336232
17 33 340475
24 17 349837
17 36 353149
3 27 357390
1 18 362928
34 4 364023
2 33 374684
11 9 382069
40 22 384705
25 12 398459
11 14 426031
9 21 435566
7 32 473228
29 7 485059
5 34 496020
17 26 496594
6 22 522099
32 11 524508
5 36 524983
23 6 526728
19 25 545423
39 9 545805
28 32 553733
37 36 557605
20 8 569102
17 39 580581
36 29 587492
14 28 603551
12 39 626814
20 13 644229
29 33 672579
16 12 673158
21 18 675489
40 39 676180
26 9 700717
20 34 738476
37 28 740031
36 26 799874
7 20 826742
26 7 837713
29 6 841204
30 18 873641
25 6 905275
29 25 994812
Case #160: 61
13 19 4698
10 22 6624
14 2 19974
21 6 21031
18 13 21472
2 13 21914
6 13 36185
20 11 40190
4 17 43043
10 13 55238
16 2 70702
20 13 78033
22 21 80038
1 18 80624
2 1 81066
6 22 84799
14 22 90502
2 12 90661
14 8 91863
8 13 93803
17 12 95016
1 6 95337
10 1 104994
7 19 107576
20 10 110008
2 9 121388
7 4 124726
13 3 127686
20 9 134563
6 7 139063
16 22 141230
14 7 144766
22 7 151492
8 1 152955
9 21 154306
4 18 156468
22 12 161189
12 8 162550
14 17 165703
22 3 176300
19 15 180025
17 13 184561
9 8 187932
17 5 194024
7 16 195494
9 7 202352
4 6 211741
4 20 213029
7 11 221101
15 11 225418
22 4 226554
4 16 229982
3 7 230564
4 8 231169
1 17 243713
5 14 245631
15 4 256087
17 11 285022
4 3 294958
5 16 296359
8 5 297546
Case #161: Impossible
Case #162: 97
14 24 65
29 21 2779
6 1 3958
23 16 11158
6 19 11978
30 11 12811
27 5 13251
19 29 15276
17 8 16917
21 6 24475
9 18 26664
4 14 42059
15 5 46338
13 30 49076
5 12 49319
1 25 52005
13 22 52170
14 20 55090
11 13 55478
22 1 59508
30 5 62508
10 11 74718
2 21 75704
6 30 77708
21 20 87389
8 29 91162
1 26 95135
19 20 99886
24 18 101906
14 27 102455
4 12 103092
1 2 103494
20 10 104768
25 5 109994
3 25 110330
28 22 113928
9 4 117366
1 5 117814
13 7 128291
8 28 129959
11 8 133508
24 26 133844
9 8 134032
17 30 136539
30 26 136873
30 4 140539
5 7 141723
11 26 143275
3 19 147042
26 28 149555
25 28 149827
8 10 156744
10 22 158455
5 20 160561
7 1 160881
5 2 161483
28 7 162205
7 19 168901
22 14 169406
13 8 169773
1 28 170583
16 28 171034
4 26 175838
2 17 181004
7 21 181398
10 12 182277
3 9 188504
26 20 188869
28 21 191100
2 14 191761
25 7 194600
8 14 209339
26 7 209694
12 16 216857
21 16 220051
9 29 220565
8 3 222928
5 16 225813
8 15 229543
15 26 230227
9 19 230283
12 8 232524
19 16 232548
26 12 233208
9 15 237351
28 15 239342
18 25 244605
9 22 244713
2 7 246089
9 2 247345
24 3 250537
9 30 253521
24 23 267692
16 2 290197
9 7 301818
23 9 342934
3 23 360196
Case #163: 24
10 3 55863
4 6 59057
1 4 60116
9 4 91944
2 4 131984
4 3 140002
10 6 143196
11 2 147524
2 3 160461
10 9 176083
12 7 176839
7 2 191977
8 1 244604
6 8 245663
11 10 252122
11 12 270417
2 8 281372
12 6 430842
1 12 431901
9 5 455919
10 12 473414
5 6 580331
5 3 678766
5 8 799677
Case #164: 157
14 29 1447
22 1 2320
18 10 4990
14 11 5917
31 30 7609
6 28 14371
6 3 24455
15 29 28975
24 14 29506
7 16 37441
30 3 39986
22 8 40994
29 20 42864
22 3 47841
28 20 48353
18 2 49182
1 14 50256
11 22 53853
6 31 56832
30 19 56842
5 2 57584
29 18 63292
14 3 65256
32 2 66559
26 11 67584
11 7 71045
8 25 72758
28 22 73822
18 6 74089
15 17 74340
6 24 74635
6 15 76613
15 1 77784
32 27 79491
8 24 79517
29 25 81147
14 2 82308
31 1 82538
9 29 83758
9 16 84994
25 11 85617
31 18 87738
8 14 88930
28 9 89247
18 15 89373
14 28 89770
24 26 91173
18 24 91351
20 8 91428
31 11 91716
27 11 92178
15 7 92656
15 3 92784
4 26 94302
7 24 94634
14 27 95240
32 10 98033
14 13 98556
29 16 101122
13 21 101421
17 14 101868
26 2 102674
20 18 103262
19 14 104006
6 25 104060
28 25 105586
14 5 106757
25 15 107228
4 7 107716
12 23 107756
28 2 108900
24 25 109206
22 26 109603
18 22 109781
27 6 110339
31 25 111982
7 22 113064
15 4 115117
26 27 115606
27 30 116379
32 24 116810
24 4 117095
25 20 121117
13 20 121875
15 27 122768
22 2 122908
18 26 123512
23 27 123660
4 27 123748
31 15 125161
20 16 125888
4 6 126138
7 26 126795
26 3 126923
18 7 126973
8 26 128006
4 20 129006
15 19 131534
1 9 132567
16 12 132797
15 5 134285
27 22 135840
28 17 136582
12 13 136810
21 11 139038
25 18 140326
25 26 141367
10 19 141961
9 10 143975
26 9 143978
9 18 144156
13 28 144527
20 19 145423
16 1 146310
5 25 148728
1 12 150803
7 6 151171
10 17 153581
17 25 153741
16 6 154885
9 4 155269
23 4 155272
21 20 156440
25 32 157703
4 18 159998
7 27 160368
5 31 160780
24 21 162627
19 21 163176
26 17 163535
23 10 164900
13 10 165391
19 26 165673
6 32 167132
19 7 169134
7 5 171885
23 26 172016
13 25 176381
25 16 180394
21 22 181057
16 8 181306
24 23 183879
19 2 186153
13 30 188895
22 4 190581
16 30 192908
21 3 198377
23 6 200329
7 32 207488
25 21 212821
2 21 215429
23 25 227736
21 27 228361
12 20 242476
2 12 244348
23 21 246620
17 23 260197
Case #165: 98
15 7 339
22 5 4292
22 28 6317
18 29 8395
14 12 11408
3 27 16023
23 27 18210
13 11 19527
9 16 25776
2 28 27669
10 26 27736
29 15 30651
13 27 32801
5 6 33724
25 29 34086
14 3 36749
5 26 41166
12 27 41364
7 10 49185
11 18 49762
26 29 52439
16 2 53327
8 7 54859
5 10 56516
13 24 56596
18 2 59185
4 20 59533
15 5 62954
19 2 63186
2 15 63897
10 14 64386
12 25 66643
7 22 66907
21 22 68448
23 21 71685
26 8 76308
5 4 76587
15 17 76999
6 3 78287
23 22 79516
25 9 81473
26 9 82446
11 7 82643
29 9 82810
25 5 84078
18 24 86831
29 16 89783
21 2 89800
27 28 91409
3 25 91984
29 12 95222
6 7 96339
7 24 96503
16 3 97647
26 17 98787
25 13 98787
16 23 99834
2 23 100868
27 18 101338
16 19 102233
10 24 102790
6 12 103628
7 9 103895
26 11 104092
3 24 104992
21 12 105105
27 9 107400
7 21 108873
5 24 116220
23 8 116278
29 3 120563
16 12 122340
9 11 124177
24 12 130333
19 8 131930
16 11 133952
12 4 135879
4 7 139202
4 9 140670
25 20 147020
20 10 155227
17 16 157148
19 25 157930
4 3 161220
16 24 171021
20 16 174427
1 14 186468
14 19 199671
1 3 200401
25 1 241703
16 1 256531
1 11 263152
1 29 270282
21 1 280165
1 24 300221
4 1 310939
22 1 311176
17 1 362127
Case #166: 269
50 39 1407
17 25 1486
10 46 1969
40 5 19764
38 44 19865
12 2 25258
34 2 28339
38 27 29713
21 49 31810
39 27 36598
25 9 38089
32 22 39387
14 50 41924
25 29 47853
20 19 48757
7 29 53261
5 25 54381
7 5 57952
39 12 62584
14 2 62683
38 24 63014
23 8 66280
50 44 69188
50 4 72535
2 27 73924
19 13 78204
44 30 78697
1 12 81022
20 16 81561
36 49 85728
48 2 87832
27 30 88545
31 44 89467
12 41 92807
20 34 93154
35 9 93536
24 40 93946
8 37 93994
17 11 97106
1 27 97187
41 11 97517
12 8 103444
2 6 107685
37 10 108091
13 50 109237
46 12 109505
11 39 110122
21 6 115078
13 34 116817
5 4 119919
31 1 120651
27 10 123701
48 50 123751
24 46 123773
27 6 124931
44 5 125683
23 17 125865
14 20 127498
5 38 128832
1 16 129308
24 1 130488
37 24 130713
40 8 130761
16 34 133229
4 17 133286
42 18 133651
36 17 134997
27 7 136078
34 9 136405
15 29 138580
9 39 138788
46 9 139089
1 18 139096
29 44 139761
22 47 141038
11 7 141691
35 34 144888
5 6 146557
32 3 146708
8 29 146969
10 47 147160
19 8 147209
43 37 147369
8 11 147496
25 26 149078
27 19 149436
6 35 150595
19 46 150923
46 8 152692
10 29 153794
39 7 157095
18 13 158256
16 40 158933
5 12 159096
9 20 159479
48 16 160173
11 1 161813
3 37 163290
46 35 164058
37 21 164770
7 48 166891
14 18 166953
19 29 168130
13 1 168419
36 6 168996
27 49 169340
7 49 169966
14 9 170749
1 35 170909
36 10 171294
25 42 172041
27 35 172499
39 40 174097
45 40 175646
29 24 176416
23 21 177390
6 43 178106
34 15 178203
23 5 178760
23 3 178870
15 5 179176
8 41 179202
14 35 179232
1 29 180308
8 1 181175
16 9 182146
35 23 182798
24 48 183121
21 45 184364
35 30 184467
34 5 184874
14 46 187204
4 1 189332
37 15 191555
26 21 192291
13 43 192865
2 40 193449
4 24 194101
47 5 194782
35 4 194858
45 15 195058
37 2 197711
4 16 198184
48 9 198437
18 48 199692
49 44 200523
17 2 201347
21 40 201537
3 7 203256
37 14 203716
4 49 203870
36 31 205722
3 14 206549
35 43 207938
16 7 208368
31 48 208482
49 40 210061
19 48 210271
45 39 211025
29 48 211173
31 4 211283
16 30 211891
38 36 212254
7 45 213834
48 45 214437
36 43 214859
28 20 215872
8 18 215923
29 34 216529
20 26 216711
24 42 217278
21 29 217745
5 3 219821
8 22 219911
45 34 220012
42 27 220675
19 15 220970
8 24 221626
16 11 222908
35 13 223568
35 3 223859
22 6 223879
36 34 224643
47 11 224880
12 36 225802
28 17 227283
18 25 227303
41 31 228765
49 1 230508
29 41 231456
16 21 232229
18 36 232330
15 1 235482
27 47 235863
48 15 237696
36 30 237865
32 44 238453
45 11 239621
24 36 242047
47 19 242835
11 19 243046
4 15 243158
37 47 244137
37 22 246900
32 27 248301
7 22 248321
40 32 249520
26 46 250078
42 32 250528
28 34 251012
7 43 253605
16 35 253636
47 34 253655
22 34 254499
23 48 255780
6 15 257549
30 47 261407
39 43 261873
15 11 262915
28 10 263158
8 42 263707
3 1 263798
46 3 265282
32 36 265726
21 10 265771
15 31 265916
34 42 266260
21 41 266613
45 35 270349
33 50 270374
30 26 270487
46 42 271942
24 26 274669
4 45 275801
14 22 275935
26 1 278561
41 42 278608
43 45 278725
35 19 279041
13 22 280146
17 32 282651
48 32 284673
28 14 285356
22 31 288533
22 48 290000
26 38 290660
43 14 291796
